transaction_id,user_id,transaction_type_id,amount,transaction_date
TX0007196,USR01030,TX_QR,915955.85,2026-02-10
TX0007197,USR01030,TX_TRF,140411.87,2026-02-12
TX0007198,USR01030,TX_TRF,474952.83,2026-03-06
TX0007199,USR01030,TX_QR,953609.48,2026-03-31
TX0007200,USR01030,TX_TRF,1094923.0,2026-03-23
TX0007201,USR01030,TX_QR,1871031.24,2026-03-31
TX0007202,USR01030,TX_TRF,610635.98,2026-03-28
TX0007203,USR01030,TX_QR,1646140.18,2026-03-13
TX0007204,USR01030,TX_QR,1902491.72,2026-04-03
TX0007205,USR01030,TX_TRF,1074996.24,2026-05-23
TX0007206,USR01030,TX_TRF,1740747.27,2026-06-01
TX0007207,USR01030,TX_QR,1319874.58,2026-05-18
TX0007208,USR01031,TX_QR,886668.4,2026-06-14
TX0007209,USR01031,TX_TRF,1045910.18,2026-05-31
TX0007210,USR01031,TX_QR,1285382.91,2026-05-31
TX0007211,USR01031,TX_QR,781681.68,2026-05-21
TX0007212,USR01031,TX_QR,1093332.96,2026-06-03
TX0007213,USR01032,TX_QR,1361074.0,2026-06-02
TX0007214,USR01032,TX_TRF,151989.67,2026-05-18
TX0007215,USR01032,TX_QR,1093517.8,2026-05-27
TX0007216,USR01032,TX_TRF,1459465.87,2026-05-30
TX0007217,USR01032,TX_QR,1546230.46,2026-05-15
TX0007218,USR01032,TX_TRF,1395998.58,2026-06-05
TX0007219,USR01032,TX_TRF,132682.82,2026-05-09
TX0007220,USR01034,TX_TRF,1834331.58,2026-02-26
TX0007221,USR01034,TX_TRF,1916883.63,2026-02-26
TX0007222,USR01034,TX_TRF,1986626.31,2026-03-09
TX0007223,USR01034,TX_QR,867832.31,2026-02-22
TX0007224,USR01034,TX_QR,863427.49,2026-02-22
TX0007225,USR01034,TX_QR,1269486.49,2026-02-28
TX0007226,USR01034,TX_TRF,106699.47,2026-04-14
TX0007227,USR01034,TX_TRF,1769741.41,2026-05-11
TX0007228,USR01034,TX_QR,1266343.52,2026-04-20
TX0007229,USR01034,TX_QR,1282950.97,2026-04-15
TX0007230,USR01034,TX_TRF,1267440.59,2026-04-26
TX0007231,USR01034,TX_TRF,744780.89,2026-05-04
TX0007232,USR01034,TX_QR,1794476.76,2026-06-25
TX0007233,USR01035,TX_TRF,878565.73,2026-03-18
TX0007234,USR01035,TX_TRF,1231955.16,2026-03-29
TX0007235,USR01035,TX_TRF,545526.17,2026-03-31
TX0007236,USR01035,TX_TRF,1359027.67,2026-03-07
TX0007237,USR01035,TX_TRF,1300281.63,2026-04-03
TX0007238,USR01035,TX_QR,1785108.45,2026-03-24
TX0007239,USR01035,TX_QR,906005.79,2026-05-23
TX0007240,USR01035,TX_TRF,1160186.3,2026-05-29
TX0007241,USR01035,TX_TRF,1824853.65,2026-06-01
TX0007242,USR01035,TX_QR,1463100.25,2026-05-15
TX0007243,USR01035,TX_TRF,906279.31,2026-05-07
TX0007244,USR01035,TX_TRF,1340249.61,2026-05-08
TX0007245,USR01035,TX_QR,1784675.8,2026-05-17
TX0007246,USR01035,TX_QR,1053314.94,2026-05-09
TX0007247,USR01036,TX_SAV,12240822.22,2026-06-08
TX0007248,USR01037,TX_TRF,396954.86,2026-05-26
TX0007249,USR01037,TX_TRF,1344223.48,2026-05-03
TX0007250,USR01037,TX_QR,343689.86,2026-05-06
TX0007251,USR01037,TX_QR,917438.4,2026-05-15
TX0007252,USR01037,TX_QR,1960078.52,2026-05-01
TX0007253,USR01037,TX_TRF,1882131.82,2026-06-08
TX0007254,USR01037,TX_QR,1444055.69,2026-06-03
TX0007255,USR01037,TX_TRF,1225078.02,2026-06-02
TX0007256,USR01037,TX_TRF,45205.63,2026-06-24
TX0007257,USR01040,TX_TRF,724964.89,2026-05-14
TX0007258,USR01040,TX_QR,752748.84,2026-05-14
TX0007259,USR01040,TX_TRF,735937.3,2026-05-06
TX0007260,USR01040,TX_QR,1807664.84,2026-06-09
TX0007261,USR01040,TX_TRF,1321508.92,2026-05-23
TX0007262,USR01040,TX_TRF,742960.68,2026-05-30
TX0007263,USR01040,TX_TRF,1155937.41,2026-05-18
TX0007264,USR01040,TX_TRF,1446726.52,2026-06-12
TX0007265,USR01040,TX_QR,1377432.78,2026-05-19
TX0007266,USR01040,TX_QR,1212328.85,2026-06-14
TX0007267,USR01040,TX_QR,102897.42,2026-05-30
TX0007268,USR01041,TX_QR,1793905.52,2026-05-25
TX0007269,USR01041,TX_QR,274842.77,2026-06-13
TX0007270,USR01041,TX_QR,854281.66,2026-06-11
TX0007271,USR01041,TX_QR,299830.52,2026-06-11
TX0007272,USR01041,TX_QR,1294425.95,2026-06-12
TX0007273,USR01041,TX_TRF,1491219.12,2026-06-11
TX0007274,USR01041,TX_QR,1216288.56,2026-06-22
TX0007275,USR01041,TX_TRF,1772911.09,2026-06-23
TX0007276,USR01041,TX_QR,1051188.57,2026-06-27
TX0007277,USR01041,TX_TRF,286961.41,2026-06-22
TX0007278,USR01042,TX_QR,444213.11,2026-03-19
TX0007279,USR01042,TX_TRF,1832705.28,2026-03-06
TX0007280,USR01042,TX_QR,1268221.8,2026-03-26
TX0007281,USR01042,TX_QR,1343314.54,2026-03-25
TX0007282,USR01042,TX_QR,1211465.83,2026-03-08
TX0007283,USR01042,TX_QR,327890.54,2026-05-08
TX0007284,USR01042,TX_QR,439518.24,2026-05-15
TX0007285,USR01042,TX_QR,775004.29,2026-05-02
TX0007286,USR01042,TX_TRF,1517247.28,2026-05-21
TX0007287,USR01042,TX_QR,158052.41,2026-05-24
TX0007288,USR01042,TX_TRF,993770.36,2026-05-25
TX0007289,USR01042,TX_TRF,1464617.2,2026-05-04
TX0007290,USR01042,TX_TRF,1607633.58,2026-05-05
TX0007291,USR01042,TX_QR,1246714.9,2026-06-01
TX0007292,USR01042,TX_QR,950379.56,2026-06-11
TX0007293,USR01042,TX_QR,1498048.82,2026-06-25
TX0007294,USR01042,TX_TRF,47959.57,2026-06-25
TX0007295,USR01042,TX_TRF,1524622.12,2026-06-27
TX0007296,USR01042,TX_TRF,1109771.71,2026-06-10
TX0007297,USR01044,TX_QR,735990.95,2026-03-31
TX0007298,USR01044,TX_TRF,980806.81,2026-03-18
TX0007299,USR01044,TX_TRF,1948741.38,2026-03-17
TX0007300,USR01044,TX_QR,471556.54,2026-03-19
TX0007301,USR01044,TX_QR,28274.48,2026-03-28
TX0007302,USR01044,TX_QR,997224.94,2026-04-26
TX0007303,USR01044,TX_TRF,963758.36,2026-04-07
TX0007304,USR01044,TX_TRF,1375882.37,2026-04-23
TX0007305,USR01044,TX_TRF,1231889.92,2026-04-20
TX0007306,USR01044,TX_TRF,1577841.59,2026-04-15
TX0007307,USR01044,TX_QR,640265.88,2026-06-12
TX0007308,USR01044,TX_TRF,980986.73,2026-06-27
TX0007309,USR01044,TX_TRF,1348919.13,2026-06-14
TX0007310,USR01044,TX_QR,1793023.67,2026-06-10
TX0007311,USR01044,TX_TRF,1943485.57,2026-06-30
TX0007312,USR01045,TX_QR,164551.62,2026-02-17
TX0007313,USR01045,TX_TRF,1979477.41,2026-01-31
TX0007314,USR01045,TX_QR,1378900.45,2026-02-24
TX0007315,USR01045,TX_QR,262232.28,2026-02-11
TX0007316,USR01045,TX_TRF,840786.79,2026-02-10
TX0007317,USR01045,TX_TRF,1093118.13,2026-02-22
TX0007318,USR01045,TX_TRF,606260.51,2026-06-21
TX0007319,USR01045,TX_TRF,1012096.38,2026-06-13
TX0007320,USR01045,TX_TRF,1330947.49,2026-06-13
TX0007321,USR01045,TX_QR,128207.36,2026-06-05
TX0007322,USR01045,TX_TRF,37633.44,2026-06-18
TX0007323,USR01048,TX_SAV,40586549.6,2026-03-02
TX0007324,USR01048,TX_TRF,1507700.57,2026-04-05
TX0007325,USR01048,TX_TRF,1775797.35,2026-04-03
TX0007326,USR01048,TX_TRF,853879.22,2026-03-27
TX0007327,USR01048,TX_QR,1209249.8,2026-04-01
TX0007328,USR01048,TX_TRF,1442186.43,2026-05-03
TX0007329,USR01048,TX_QR,153681.81,2026-05-05
TX0007330,USR01048,TX_QR,1881292.48,2026-05-17
TX0007331,USR01048,TX_TRF,644368.33,2026-04-29
TX0007332,USR01048,TX_QR,1071798.47,2026-05-06
TX0007333,USR01048,TX_QR,1332715.24,2026-04-29
TX0007334,USR01048,TX_TRF,266870.7,2026-06-16
TX0007335,USR01048,TX_TRF,1119886.42,2026-05-26
TX0007336,USR01048,TX_TRF,876130.0,2026-06-11
TX0007337,USR01048,TX_QR,439859.62,2026-05-24
TX0007338,USR01048,TX_QR,1458881.41,2026-05-28
TX0007339,USR01048,TX_TRF,1755908.27,2026-05-29
TX0007340,USR01048,TX_TRF,848755.86,2026-05-30
TX0007341,USR01048,TX_QR,263690.7,2026-06-27
TX0007342,USR01050,TX_QR,1726896.16,2026-04-21
TX0007343,USR01050,TX_QR,495668.22,2026-04-16
TX0007344,USR01050,TX_QR,1147664.44,2026-04-27
TX0007345,USR01050,TX_TRF,1013935.82,2026-06-02
TX0007346,USR01050,TX_QR,258216.6,2026-05-10
TX0007347,USR01050,TX_TRF,1090602.25,2026-05-19
TX0007348,USR01050,TX_QR,1681102.53,2026-05-22
TX0007349,USR01050,TX_TRF,1525080.33,2026-05-22
TX0007350,USR01050,TX_QR,1157024.28,2026-05-17
TX0007351,USR01050,TX_TRF,1855290.74,2026-05-14
TX0007352,USR01051,TX_TRF,369589.77,2026-02-13
TX0007353,USR01051,TX_QR,687219.68,2026-02-17
TX0007354,USR01051,TX_QR,1451333.14,2026-02-23
TX0007355,USR01051,TX_QR,944441.78,2026-02-19
TX0007356,USR01051,TX_QR,1309885.46,2026-02-11
TX0007357,USR01051,TX_TRF,101543.89,2026-02-22
TX0007358,USR01051,TX_QR,236048.41,2026-02-14
TX0007359,USR01051,TX_TRF,591752.78,2026-02-08
TX0007360,USR01053,TX_TRF,463081.7,2026-03-11
TX0007361,USR01053,TX_TRF,1253740.45,2026-03-22
TX0007362,USR01053,TX_QR,1948678.25,2026-03-05
TX0007363,USR01053,TX_TRF,1310154.2,2026-03-24
TX0007364,USR01053,TX_TRF,1443505.51,2026-04-09
TX0007365,USR01053,TX_QR,469994.15,2026-04-07
TX0007366,USR01053,TX_TRF,1610870.9,2026-04-05
TX0007367,USR01053,TX_QR,357625.81,2026-06-21
TX0007368,USR01053,TX_TRF,1744526.18,2026-06-07
TX0007369,USR01053,TX_TRF,586151.19,2026-06-01
TX0007370,USR01053,TX_QR,1259691.29,2026-06-18
TX0007371,USR01055,TX_QR,120062.37,2026-03-11
TX0007372,USR01055,TX_QR,108233.23,2026-03-17
TX0007373,USR01055,TX_QR,716265.69,2026-03-11
TX0007374,USR01055,TX_QR,117618.24,2026-03-22
TX0007375,USR01055,TX_QR,1803592.93,2026-04-05
TX0007376,USR01055,TX_TRF,719483.04,2026-03-26
TX0007377,USR01055,TX_QR,1532644.57,2026-03-25
TX0007378,USR01055,TX_QR,991896.08,2026-03-28
TX0007379,USR01055,TX_TRF,485979.6,2026-05-10
TX0007380,USR01055,TX_QR,550083.41,2026-05-24
TX0007381,USR01055,TX_TRF,1069342.33,2026-06-06
TX0007382,USR01055,TX_TRF,897471.53,2026-05-31
TX0007383,USR01055,TX_TRF,833806.55,2026-05-30
TX0007384,USR01057,TX_TRF,747527.61,2026-01-16
TX0007385,USR01057,TX_TRF,1746342.24,2026-01-11
TX0007386,USR01057,TX_TRF,1601881.09,2026-01-18
TX0007387,USR01057,TX_QR,1863201.2,2026-01-24
TX0007388,USR01057,TX_TRF,1319082.49,2026-01-02
TX0007389,USR01057,TX_QR,147554.09,2026-01-12
TX0007390,USR01057,TX_TRF,416261.1,2026-02-23
TX0007391,USR01057,TX_TRF,973576.92,2026-02-04
TX0007392,USR01057,TX_QR,1804581.01,2026-02-19
TX0007393,USR01057,TX_QR,1389843.15,2026-02-05
TX0007394,USR01057,TX_TRF,323050.47,2026-02-14
TX0007395,USR01057,TX_TRF,1549040.05,2026-06-12
TX0007396,USR01057,TX_TRF,731666.42,2026-06-28
TX0007397,USR01057,TX_QR,66975.08,2026-06-03
TX0007398,USR01057,TX_TRF,1371921.15,2026-06-22
TX0007399,USR01057,TX_TRF,1170354.01,2026-06-27
TX0007400,USR01057,TX_TRF,972012.29,2026-06-18
TX0007401,USR01057,TX_TRF,605955.73,2026-06-20
TX0007402,USR01057,TX_TRF,1985390.57,2026-06-23
TX0007403,USR01058,TX_QR,1529501.56,2026-01-29
TX0007404,USR01058,TX_QR,232566.3,2026-02-04
TX0007405,USR01058,TX_QR,1721661.26,2026-02-03
TX0007406,USR01058,TX_QR,53849.77,2026-01-29
TX0007407,USR01058,TX_QR,1272591.34,2026-02-06
TX0007408,USR01058,TX_TRF,641376.67,2026-02-10
TX0007409,USR01058,TX_QR,1780567.31,2026-02-21
TX0007410,USR01058,TX_TRF,290339.9,2026-02-07
TX0007411,USR01058,TX_QR,449277.7,2026-03-18
TX0007412,USR01058,TX_QR,1835712.08,2026-03-15
TX0007413,USR01058,TX_QR,1130155.91,2026-03-08
TX0007414,USR01058,TX_TRF,1575823.84,2026-03-27
TX0007415,USR01058,TX_QR,523219.77,2026-03-25
TX0007416,USR01058,TX_TRF,538940.62,2026-03-01
TX0007417,USR01058,TX_TRF,778742.75,2026-03-03
TX0007418,USR01058,TX_QR,1417449.54,2026-03-03
TX0007419,USR01058,TX_TRF,527835.86,2026-04-06
TX0007420,USR01058,TX_TRF,1073597.78,2026-04-16
TX0007421,USR01058,TX_TRF,453409.88,2026-04-11
TX0007422,USR01058,TX_QR,1569166.53,2026-04-08
TX0007423,USR01058,TX_QR,904997.56,2026-05-17
TX0007424,USR01058,TX_QR,1278392.23,2026-05-18
TX0007425,USR01058,TX_QR,501567.84,2026-05-13
TX0007426,USR01058,TX_QR,201961.43,2026-05-19
TX0007427,USR01058,TX_TRF,781245.56,2026-05-15
TX0007428,USR01058,TX_QR,1782475.68,2026-05-17
TX0007429,USR01059,TX_QR,512788.14,2026-03-26
TX0007430,USR01059,TX_QR,429573.05,2026-03-18
TX0007431,USR01059,TX_TRF,1625987.85,2026-03-20
TX0007432,USR01059,TX_QR,1532828.65,2026-03-29
TX0007433,USR01059,TX_QR,760659.71,2026-05-18
TX0007434,USR01059,TX_TRF,536591.71,2026-05-14
TX0007435,USR01059,TX_QR,1124501.19,2026-05-24
TX0007436,USR01059,TX_QR,709218.55,2026-05-17
TX0007437,USR01059,TX_TRF,654627.79,2026-05-29
TX0007438,USR01059,TX_TRF,746727.05,2026-05-25
TX0007439,USR01059,TX_TRF,549266.22,2026-05-06
TX0007440,USR01060,TX_TRF,71732.68,2026-05-14
TX0007441,USR01060,TX_QR,891294.53,2026-05-01
TX0007442,USR01060,TX_TRF,91385.79,2026-04-28
TX0007443,USR01060,TX_QR,104025.25,2026-05-22
TX0007444,USR01060,TX_TRF,1027131.67,2026-05-21
TX0007445,USR01060,TX_QR,1896997.84,2026-05-04
TX0007446,USR01061,TX_QR,534867.09,2026-06-10
TX0007447,USR01061,TX_TRF,1122098.05,2026-06-17
TX0007448,USR01061,TX_QR,177835.99,2026-06-17
TX0007449,USR01061,TX_TRF,1330224.62,2026-06-26
TX0007450,USR01061,TX_TRF,1414752.38,2026-06-25
TX0007451,USR01062,TX_TRF,1729937.72,2026-04-19
TX0007452,USR01062,TX_TRF,1561514.84,2026-04-23
TX0007453,USR01062,TX_TRF,260892.23,2026-04-22
TX0007454,USR01062,TX_QR,1190556.56,2026-04-20
TX0007455,USR01062,TX_QR,752966.48,2026-04-24
TX0007456,USR01062,TX_QR,1192861.08,2026-04-23
TX0007457,USR01062,TX_QR,35085.1,2026-04-06
TX0007458,USR01062,TX_QR,1348952.48,2026-04-24
TX0007459,USR01063,TX_TRF,59730.19,2026-05-23
TX0007460,USR01063,TX_TRF,1248229.84,2026-05-27
TX0007461,USR01063,TX_TRF,567806.03,2026-06-11
TX0007462,USR01063,TX_TRF,763512.45,2026-05-25
TX0007463,USR01064,TX_QR,184958.52,2026-03-09
TX0007464,USR01064,TX_TRF,1631629.04,2026-03-06
TX0007465,USR01064,TX_TRF,1753460.51,2026-03-10
TX0007466,USR01064,TX_TRF,1292901.56,2026-03-23
TX0007467,USR01064,TX_TRF,1106231.67,2026-03-20
TX0007468,USR01064,TX_TRF,1577092.02,2026-03-04
TX0007469,USR01065,TX_QR,497958.31,2026-05-02
TX0007470,USR01065,TX_QR,585787.8,2026-05-13
TX0007471,USR01065,TX_TRF,1489513.2,2026-05-19
TX0007472,USR01065,TX_TRF,357683.93,2026-04-24
TX0007473,USR01065,TX_QR,396628.95,2026-04-22
TX0007474,USR01065,TX_QR,1514780.87,2026-05-08
TX0007475,USR01065,TX_QR,1123895.76,2026-05-20
TX0007476,USR01066,TX_QR,70840.71,2026-03-03
TX0007477,USR01066,TX_TRF,1719924.1,2026-02-24
TX0007478,USR01066,TX_TRF,1696362.5,2026-03-08
TX0007479,USR01066,TX_QR,1466511.17,2026-02-24
TX0007480,USR01066,TX_QR,150191.51,2026-06-09
TX0007481,USR01066,TX_QR,1951719.32,2026-06-04
TX0007482,USR01066,TX_TRF,614745.05,2026-05-18
TX0007483,USR01066,TX_TRF,729077.83,2026-05-29
TX0007484,USR01066,TX_TRF,1159870.28,2026-06-10
TX0007485,USR01066,TX_QR,408889.69,2026-06-10
TX0007486,USR01066,TX_TRF,1084151.86,2026-06-04
TX0007487,USR01067,TX_QR,1679502.39,2026-01-10
TX0007488,USR01067,TX_QR,943653.58,2026-01-15
TX0007489,USR01067,TX_TRF,928227.26,2026-01-30
TX0007490,USR01067,TX_TRF,1598143.51,2026-01-04
TX0007491,USR01067,TX_QR,1974234.93,2026-01-08
TX0007492,USR01067,TX_QR,607406.74,2026-01-06
TX0007493,USR01067,TX_TRF,1724742.13,2026-01-17
TX0007494,USR01067,TX_QR,1725922.85,2026-01-30
TX0007495,USR01067,TX_TRF,1000573.49,2026-02-13
TX0007496,USR01067,TX_QR,370004.99,2026-02-28
TX0007497,USR01067,TX_TRF,800057.74,2026-02-14
TX0007498,USR01067,TX_TRF,1266255.63,2026-02-25
TX0007499,USR01067,TX_TRF,1605980.55,2026-02-05
TX0007500,USR01067,TX_TRF,653047.08,2026-03-25
TX0007501,USR01067,TX_QR,787177.63,2026-03-05
TX0007502,USR01067,TX_QR,265280.2,2026-03-11
TX0007503,USR01067,TX_QR,844559.05,2026-03-25
TX0007504,USR01067,TX_TRF,1226772.03,2026-03-19
TX0007505,USR01067,TX_QR,244882.48,2026-03-20
TX0007506,USR01067,TX_QR,1798548.45,2026-05-02
TX0007507,USR01067,TX_QR,295619.01,2026-05-06
TX0007508,USR01067,TX_QR,1239450.75,2026-05-24
TX0007509,USR01067,TX_TRF,313045.87,2026-05-14
TX0007510,USR01067,TX_TRF,1645889.55,2026-05-12
TX0007511,USR01067,TX_QR,1281333.48,2026-05-15
TX0007512,USR01067,TX_QR,1895031.11,2026-05-13
TX0007513,USR01067,TX_QR,828546.69,2026-05-23
TX0007514,USR01068,TX_SAV,49535690.61,2026-03-07
TX0007515,USR01068,TX_TRF,1104795.73,2026-04-18
TX0007516,USR01068,TX_QR,680895.6,2026-04-18
TX0007517,USR01068,TX_QR,1560266.1,2026-04-11
TX0007518,USR01068,TX_TRF,1451759.62,2026-04-10
TX0007519,USR01068,TX_TRF,1659732.98,2026-05-02
TX0007520,USR01068,TX_QR,374016.1,2026-05-02
TX0007521,USR01068,TX_TRF,1621449.47,2026-05-06
TX0007522,USR01068,TX_QR,1270482.2,2026-05-24
TX0007523,USR01068,TX_QR,1604779.69,2026-06-23
TX0007524,USR01068,TX_QR,744393.78,2026-06-11
TX0007525,USR01068,TX_TRF,1034118.8,2026-06-16
TX0007526,USR01071,TX_TRF,27073.53,2026-01-24
TX0007527,USR01071,TX_QR,1861615.57,2026-02-10
TX0007528,USR01071,TX_TRF,1670761.54,2026-02-19
TX0007529,USR01071,TX_QR,1065100.66,2026-04-20
TX0007530,USR01071,TX_QR,1818239.09,2026-04-09
TX0007531,USR01071,TX_QR,151827.64,2026-03-29
TX0007532,USR01071,TX_QR,737464.89,2026-04-20
TX0007533,USR01071,TX_QR,1760469.08,2026-05-30
TX0007534,USR01071,TX_TRF,805726.17,2026-06-03
TX0007535,USR01071,TX_QR,1142324.77,2026-06-11
TX0007536,USR01071,TX_TRF,1830819.18,2026-06-10
TX0007537,USR01071,TX_QR,587528.4,2026-06-08
TX0007538,USR01071,TX_TRF,1205004.75,2026-06-09
TX0007539,USR01071,TX_QR,1403330.38,2026-05-26
TX0007540,USR01072,TX_QR,1648064.56,2026-03-04
TX0007541,USR01072,TX_QR,452455.98,2026-02-23
TX0007542,USR01072,TX_TRF,459663.54,2026-02-14
TX0007543,USR01072,TX_QR,782189.36,2026-02-21
TX0007544,USR01072,TX_QR,260331.51,2026-02-24
TX0007545,USR01072,TX_QR,1317275.95,2026-02-14
TX0007546,USR01072,TX_TRF,1317889.22,2026-02-19
TX0007547,USR01072,TX_TRF,1580523.64,2026-04-09
TX0007548,USR01072,TX_QR,1239293.67,2026-04-25
TX0007549,USR01072,TX_QR,650340.16,2026-05-06
TX0007550,USR01072,TX_TRF,920412.64,2026-04-09
TX0007551,USR01072,TX_QR,80075.88,2026-04-19
TX0007552,USR01072,TX_TRF,217253.59,2026-05-05
TX0007553,USR01072,TX_QR,645184.57,2026-06-26
TX0007554,USR01072,TX_TRF,1890074.62,2026-06-08
TX0007555,USR01072,TX_TRF,131663.34,2026-06-09
TX0007556,USR01073,TX_SAV,8089611.88,2026-03-19
TX0007557,USR01073,TX_TRF,1319927.8,2026-05-28
TX0007558,USR01073,TX_QR,756755.59,2026-05-21
TX0007559,USR01073,TX_QR,891179.15,2026-05-15
TX0007560,USR01074,TX_TRF,1050622.14,2026-04-19
TX0007561,USR01074,TX_QR,1719297.22,2026-04-21
TX0007562,USR01074,TX_TRF,1942640.57,2026-03-28
TX0007563,USR01074,TX_QR,1927582.39,2026-04-18
TX0007564,USR01074,TX_QR,1496387.32,2026-04-01
TX0007565,USR01074,TX_QR,868382.61,2026-04-24
TX0007566,USR01074,TX_QR,1811820.61,2026-04-10
TX0007567,USR01074,TX_QR,446563.48,2026-04-03
TX0007568,USR01074,TX_QR,1276470.81,2026-06-04
TX0007569,USR01074,TX_QR,565977.16,2026-06-11
TX0007570,USR01074,TX_QR,427518.8,2026-06-08
TX0007571,USR01074,TX_TRF,1967505.97,2026-05-27
TX0007572,USR01074,TX_TRF,123802.86,2026-06-03
TX0007573,USR01075,TX_QR,1137681.05,2026-06-18
TX0007574,USR01075,TX_QR,849120.54,2026-06-04
TX0007575,USR01075,TX_QR,1911737.47,2026-06-04
TX0007576,USR01075,TX_TRF,776150.95,2026-05-25
TX0007577,USR01075,TX_QR,604285.97,2026-06-24
TX0007578,USR01076,TX_TRF,1872352.92,2026-04-24
TX0007579,USR01076,TX_QR,849754.94,2026-04-27
TX0007580,USR01076,TX_QR,729403.29,2026-04-23
TX0007581,USR01076,TX_TRF,1928737.72,2026-04-27
TX0007582,USR01076,TX_QR,347282.34,2026-04-30
TX0007583,USR01076,TX_TRF,888246.95,2026-05-08
TX0007584,USR01076,TX_TRF,1910416.64,2026-04-24
TX0007585,USR01076,TX_TRF,1150263.6,2026-04-18
TX0007586,USR01076,TX_QR,1053597.49,2026-06-12
TX0007587,USR01076,TX_QR,707845.46,2026-05-15
TX0007588,USR01076,TX_QR,1984586.01,2026-06-10
TX0007589,USR01076,TX_TRF,336161.56,2026-06-07
TX0007590,USR01076,TX_TRF,1356513.5,2026-05-30
TX0007591,USR01076,TX_QR,321893.54,2026-05-25
TX0007592,USR01078,TX_SAV,5041340.52,2026-06-12
TX0007593,USR01079,TX_QR,1240505.91,2026-05-23
TX0007594,USR01079,TX_QR,1908610.73,2026-05-21
TX0007595,USR01079,TX_QR,1968177.02,2026-05-24
TX0007596,USR01079,TX_QR,1191665.95,2026-05-18
TX0007597,USR01079,TX_QR,1473612.53,2026-05-11
TX0007598,USR01079,TX_QR,1178649.27,2026-05-20
TX0007599,USR01079,TX_QR,29190.91,2026-05-15
TX0007600,USR01079,TX_TRF,365873.74,2026-06-17
TX0007601,USR01079,TX_TRF,357813.6,2026-06-30
TX0007602,USR01079,TX_TRF,129499.77,2026-06-14
TX0007603,USR01083,TX_QR,383084.82,2026-05-14
TX0007604,USR01083,TX_TRF,1943422.22,2026-06-07
TX0007605,USR01083,TX_QR,1988736.0,2026-06-05
TX0007606,USR01083,TX_TRF,718465.87,2026-06-29
TX0007607,USR01083,TX_QR,1049144.59,2026-06-16
TX0007608,USR01083,TX_TRF,58939.58,2026-06-29
TX0007609,USR01083,TX_TRF,1385229.46,2026-06-23
TX0007610,USR01084,TX_SAV,41514527.0,2026-05-27
TX0007611,USR01084,TX_QR,789440.03,2026-06-27
TX0007612,USR01085,TX_TRF,546153.69,2026-03-01
TX0007613,USR01085,TX_TRF,1381412.72,2026-02-24
TX0007614,USR01085,TX_TRF,1203043.12,2026-02-02
TX0007615,USR01085,TX_TRF,1329126.02,2026-05-01
TX0007616,USR01085,TX_QR,666858.8,2026-04-03
TX0007617,USR01085,TX_TRF,402620.24,2026-04-13
TX0007618,USR01085,TX_TRF,1341559.86,2026-04-08
TX0007619,USR01085,TX_TRF,375988.92,2026-04-04
TX0007620,USR01085,TX_TRF,1406377.63,2026-05-01
TX0007621,USR01085,TX_TRF,1353493.82,2026-04-13
TX0007622,USR01085,TX_QR,1475021.52,2026-06-11
TX0007623,USR01085,TX_QR,1323203.25,2026-06-17
TX0007624,USR01085,TX_QR,553860.63,2026-06-21
TX0007625,USR01085,TX_QR,894855.75,2026-06-07
TX0007626,USR01085,TX_TRF,1612621.83,2026-06-25
TX0007627,USR01086,TX_SAV,19281531.28,2026-03-14
TX0007628,USR01086,TX_TRF,977410.83,2026-05-05
TX0007629,USR01086,TX_TRF,1879605.85,2026-04-24
TX0007630,USR01086,TX_TRF,1524517.51,2026-05-08
TX0007631,USR01086,TX_TRF,744049.18,2026-04-27
TX0007632,USR01086,TX_QR,889416.44,2026-04-23
TX0007633,USR01086,TX_TRF,976161.49,2026-04-23
TX0007634,USR01086,TX_TRF,183672.13,2026-04-19
TX0007635,USR01086,TX_TRF,615930.38,2026-05-15
TX0007636,USR01086,TX_QR,855902.06,2026-06-03
TX0007637,USR01086,TX_TRF,197921.46,2026-05-27
TX0007638,USR01086,TX_TRF,1899991.94,2026-05-27
TX0007639,USR01086,TX_QR,1026801.0,2026-05-15
TX0007640,USR01086,TX_TRF,458450.86,2026-06-29
TX0007641,USR01089,TX_SAV,37510300.38,2026-04-07
TX0007642,USR01089,TX_QR,124993.36,2026-05-10
TX0007643,USR01089,TX_TRF,544631.61,2026-05-13
TX0007644,USR01089,TX_TRF,1666240.08,2026-05-10
TX0007645,USR01089,TX_QR,1594701.88,2026-05-05
TX0007646,USR01089,TX_QR,977629.24,2026-05-19
TX0007647,USR01091,TX_SAV,29683514.3,2026-02-22
TX0007648,USR01091,TX_QR,460424.52,2026-04-12
TX0007649,USR01091,TX_TRF,156825.56,2026-03-18
TX0007650,USR01091,TX_QR,868803.9,2026-04-11
TX0007651,USR01091,TX_QR,510937.23,2026-04-04
TX0007652,USR01091,TX_QR,917501.54,2026-05-28
TX0007653,USR01091,TX_TRF,1152281.91,2026-06-09
TX0007654,USR01091,TX_TRF,869168.96,2026-05-17
TX0007655,USR01091,TX_TRF,611939.44,2026-05-20
TX0007656,USR01091,TX_TRF,1691176.56,2026-05-28
TX0007657,USR01091,TX_TRF,803271.87,2026-06-06
TX0007658,USR01091,TX_QR,948152.14,2026-06-17
TX0007659,USR01092,TX_QR,852761.15,2026-03-26
TX0007660,USR01092,TX_QR,692631.85,2026-03-10
