user_id,age,gender,device_os,device_model,location,account_created_date
USR01114,18,Male,iOS,iPhone 13,Hanoi,
USR01115,23,Female,iOS,iPhone 14,Hanoi,2026-01-07
USR01116,51,Male,iOS,iPhone 13,Others,
USR01117,38,Male,Android,Oppo A58,Hanoi,2026-03-15
USR01118,51,Male,iOS,iPhone 15,HCM,
USR01119,31,Male,Android,Samsung S24,HCM,
USR01120,36,Female,Android,Samsung S24,Hanoi,
USR01121,40,Female,Android,Samsung S24,HCM,2026-01-13
USR01122,44,Male,iOS,iPhone 14,Others,2026-02-22
USR01123,51,Male,iOS,iPhone 14,Others,2026-05-30
USR01124,19,Male,Android,Samsung S24,Hanoi,2026-02-09
USR01125,32,Female,iOS,iPhone 14,HCM,
USR01126,25,Male,Android,Oppo A58,Others,
USR01127,38,Male,iOS,iPhone 15,Others,2026-04-07
USR01128,28,Male,iOS,iPhone 15,HCM,2026-03-22
USR01129,35,Male,Android,Xiaomi Redmi 13,HCM,2026-04-09
USR01130,32,Female,iOS,iPhone 13,Danang,2026-02-01
USR01131,36,Female,iOS,iPhone 14,Others,2026-02-21
USR01132,45,Male,Android,Xiaomi Redmi 13,HCM,
USR01133,20,Female,Android,Oppo A58,HCM,2026-02-11
USR01134,35,Female,Android,Samsung A55,Others,2026-02-05
USR01135,27,Male,Android,Samsung S24,Hanoi,2026-05-05
USR01136,53,Male,iOS,iPhone 13,Danang,2026-05-27
USR01137,53,Male,iOS,iPhone 13,Others,
USR01138,39,Female,Android,Samsung S24,Others,
USR01139,40,Male,Android,Samsung S24,Hanoi,2026-03-22
USR01140,43,Male,Android,Xiaomi Redmi 13,Danang,2026-03-03
USR01141,19,Male,iOS,iPhone 13,HCM,2026-05-30
USR01142,38,Female,iOS,iPhone 14,HCM,2026-05-12
USR01143,20,Male,iOS,iPhone 15,HCM,2026-03-31
USR01144,56,Female,Android,Oppo A58,Hanoi,2026-04-07
USR01145,47,Female,iOS,iPhone 14,Others,2026-04-10
USR01146,42,Male,iOS,iPhone 13,HCM,2026-02-25
USR01147,28,Female,Android,Xiaomi Redmi 13,Others,2026-03-20
USR01148,27,Male,iOS,iPhone 14,Danang,2026-03-25
USR01149,29,Female,iOS,iPhone 15,HCM,2026-05-24
USR01150,23,Male,Android,Samsung S24,Hanoi,2026-04-01
USR01151,47,Male,Android,Oppo A58,Hanoi,2026-04-10
USR01152,52,Female,Android,Samsung A55,Danang,2026-02-28
USR01153,24,Female,iOS,iPhone 15,Danang,2026-05-05
USR01154,38,Female,Android,Samsung S24,Danang,2026-04-17
USR01155,55,Female,iOS,iPhone 13,Hanoi,2026-01-17
USR01156,19,Male,iOS,iPhone 14,Hanoi,
USR01157,47,Female,iOS,iPhone 13,Danang,2026-01-27
USR01158,25,Male,Android,Samsung S24,HCM,2026-04-20
USR01159,30,Female,iOS,iPhone 14,Hanoi,
USR01160,24,Female,Android,Samsung S24,Hanoi,2026-01-10
USR01161,24,Female,Android,Samsung A55,Hanoi,
USR01162,59,Female,Android,Xiaomi Redmi 13,HCM,2026-01-10
USR01163,35,Female,iOS,iPhone 13,Others,2026-05-21
USR01164,35,Male,Android,Xiaomi Redmi 13,Others,
USR01165,23,Female,iOS,iPhone 14,HCM,2026-01-18
USR01166,29,Female,iOS,iPhone 14,Hanoi,2026-03-28
USR01167,51,Male,Android,Xiaomi Redmi 13,HCM,2026-03-26
USR01168,30,Female,iOS,iPhone 13,Danang,2026-02-12
USR01169,30,Male,Android,Oppo A58,Hanoi,
USR01170,47,Male,Android,Samsung A55,Danang,2026-01-14
USR01171,27,Male,Android,Oppo A58,HCM,
USR01172,41,Female,Android,Samsung A55,Others,2026-05-21
USR01173,33,Male,Android,Samsung A55,Others,2026-05-17
USR01174,30,Female,Android,Samsung A55,Hanoi,2026-05-16
USR01175,50,Female,iOS,iPhone 13,Danang,2026-05-07
USR01176,54,Male,Android,Xiaomi Redmi 13,Danang,2026-03-04
USR01177,23,Male,iOS,iPhone 15,Danang,
USR01178,44,Female,iOS,iPhone 15,Hanoi,
USR01179,28,Male,Android,Xiaomi Redmi 13,HCM,2026-02-25
USR01180,53,Female,Android,Oppo A58,Others,2026-03-24
USR01181,36,Male,Android,Samsung S24,Others,2026-03-16
USR01182,39,Female,Android,Xiaomi Redmi 13,HCM,2026-01-22
USR01183,50,Male,Android,Samsung A55,Others,
USR01184,36,Female,iOS,iPhone 15,Others,2026-01-27
USR01185,29,Female,iOS,iPhone 13,Others,2026-01-16
USR01186,42,Female,Android,Xiaomi Redmi 13,Danang,
USR01187,48,Male,iOS,iPhone 15,Hanoi,2026-03-07
USR01188,26,Male,Android,Oppo A58,Others,2026-02-10
USR01189,35,Female,iOS,iPhone 15,HCM,
USR01190,48,Male,iOS,iPhone 13,Hanoi,
USR01191,27,Male,Android,Oppo A58,HCM,
USR01192,30,Female,Android,Oppo A58,Hanoi,
USR01193,42,Female,Android,Oppo A58,Others,2026-02-24
USR01194,31,Male,Android,Xiaomi Redmi 13,Danang,2026-01-27
USR01195,30,Male,Android,Oppo A58,HCM,
USR01196,23,Female,Android,Samsung S24,HCM,2026-05-07
USR01197,43,Male,Android,Samsung S24,Others,2026-04-16
USR01198,39,Female,Android,Samsung A55,Others,2026-02-23
USR01199,25,Female,iOS,iPhone 14,Danang,2026-05-07
USR01200,20,Female,iOS,iPhone 13,Hanoi,2026-04-04
USR01201,38,Male,iOS,iPhone 13,Danang,
USR01202,57,Male,Android,Samsung A55,HCM,2026-04-25
USR01203,39,Female,iOS,iPhone 15,Danang,2026-03-10
USR01204,54,Female,Android,Samsung A55,HCM,2026-04-10
USR01205,33,Male,iOS,iPhone 14,Hanoi,
USR01206,40,Female,iOS,iPhone 14,Hanoi,2026-02-18
USR01207,40,Female,iOS,iPhone 14,Others,2026-03-12
USR01208,58,Female,iOS,iPhone 14,Hanoi,2026-01-06
USR01209,60,Male,iOS,iPhone 15,HCM,
USR01210,33,Female,iOS,iPhone 14,HCM,
USR01211,27,Male,Android,Oppo A58,HCM,
USR01212,36,Male,iOS,iPhone 14,Others,2026-04-19
USR01213,33,Male,iOS,iPhone 15,Hanoi,2026-04-07
USR01214,49,Male,iOS,iPhone 15,Others,2026-02-08
USR01215,24,Female,Android,Samsung A55,HCM,2026-01-21
USR01216,23,Male,Android,Samsung S24,Hanoi,2026-05-28
USR01217,33,Female,Android,Xiaomi Redmi 13,HCM,2026-03-11
USR01218,41,Female,Android,Xiaomi Redmi 13,HCM,2026-01-12
USR01219,20,Female,iOS,iPhone 15,Hanoi,
USR01220,22,Female,iOS,iPhone 15,Hanoi,
USR01221,42,Male,Android,Samsung A55,Danang,
USR01222,32,Male,iOS,iPhone 13,Danang,2026-03-15
USR01223,45,Male,Android,Xiaomi Redmi 13,HCM,2026-02-01
USR01224,52,Male,Android,Xiaomi Redmi 13,Danang,
USR01225,32,Male,Android,Oppo A58,Danang,
USR01226,20,Female,Android,Xiaomi Redmi 13,HCM,2026-04-26
USR01227,31,Male,Android,Oppo A58,Hanoi,
USR01228,26,Male,Android,Oppo A58,Danang,
USR01229,27,Female,Android,Oppo A58,Hanoi,2026-05-30
USR01230,40,Male,iOS,iPhone 14,HCM,2026-05-26
USR01231,49,Male,iOS,iPhone 15,Hanoi,2026-01-14
USR01232,18,Male,iOS,iPhone 14,HCM,
USR01233,30,Male,Android,Xiaomi Redmi 13,Hanoi,
USR01234,43,Male,Android,Samsung A55,Danang,2026-01-03
USR01235,32,Female,Android,Samsung A55,Others,
USR01236,37,Female,Android,Xiaomi Redmi 13,HCM,2026-02-28
USR01237,29,Male,iOS,iPhone 14,HCM,
USR01238,51,Male,iOS,iPhone 13,Others,2026-05-08
USR01239,52,Male,Android,Samsung A55,Danang,2026-02-10
USR01240,49,Female,iOS,iPhone 15,Danang,2026-04-19
USR01241,49,Male,iOS,iPhone 15,Hanoi,
USR01242,25,Male,iOS,iPhone 13,Others,2026-04-09
USR01243,29,Male,Android,Xiaomi Redmi 13,Danang,2026-01-31
USR01244,24,Female,iOS,iPhone 15,Others,2026-04-10
USR01245,30,Male,iOS,iPhone 15,Hanoi,
USR01246,60,Male,iOS,iPhone 14,Others,
USR01247,25,Female,iOS,iPhone 14,Hanoi,
USR01248,28,Female,iOS,iPhone 15,Others,
USR01249,50,Male,Android,Oppo A58,HCM,
USR01250,35,Male,Android,Oppo A58,Hanoi,
USR01251,45,Female,iOS,iPhone 13,HCM,2026-04-11
USR01252,40,Female,iOS,iPhone 14,HCM,
USR01253,48,Female,iOS,iPhone 13,HCM,2026-03-08
USR01254,49,Female,Android,Xiaomi Redmi 13,Others,
USR01255,18,Female,iOS,iPhone 13,Others,2026-02-24
USR01256,34,Male,iOS,iPhone 15,HCM,
USR01257,42,Female,iOS,iPhone 15,Others,2026-03-20
USR01258,48,Male,iOS,iPhone 13,Danang,2026-05-20
USR01259,57,Male,Android,Xiaomi Redmi 13,Danang,2026-03-26
USR01260,49,Female,iOS,iPhone 13,Hanoi,2026-01-01
USR01261,31,Female,iOS,iPhone 14,Others,2026-01-25
USR01262,59,Male,iOS,iPhone 14,Hanoi,2026-02-27
USR01263,38,Female,Android,Samsung A55,Hanoi,
USR01264,19,Female,Android,Xiaomi Redmi 13,Hanoi,
USR01265,37,Male,Android,Oppo A58,HCM,
USR01266,25,Male,iOS,iPhone 13,Hanoi,
USR01267,28,Female,Android,Oppo A58,HCM,2026-02-28
USR01268,60,Female,Android,Samsung S24,Others,2026-02-07
USR01269,33,Male,iOS,iPhone 13,Hanoi,2026-03-30
USR01270,50,Male,iOS,iPhone 13,Hanoi,2026-01-20
USR01271,46,Male,iOS,iPhone 13,Danang,2026-04-16
USR01272,35,Male,Android,Oppo A58,Others,2026-05-02
USR01273,43,Male,iOS,iPhone 14,Hanoi,
USR01274,23,Female,iOS,iPhone 14,HCM,
USR01275,49,Female,Android,Samsung A55,HCM,2026-05-02
USR01276,23,Female,iOS,iPhone 14,Others,2026-05-18
USR01277,52,Female,Android,Oppo A58,HCM,
USR01278,37,Female,Android,Samsung A55,Others,2026-03-14
USR01279,37,Male,iOS,iPhone 13,Danang,2026-04-12
USR01280,52,Female,iOS,iPhone 14,Danang,2026-03-13
USR01281,27,Male,iOS,iPhone 14,Others,
USR01282,23,Female,iOS,iPhone 13,Hanoi,2026-03-27
USR01283,40,Male,Android,Samsung A55,Hanoi,2026-03-11
USR01284,27,Female,iOS,iPhone 15,Hanoi,2026-02-27
USR01285,36,Male,iOS,iPhone 14,HCM,2026-02-27
USR01286,35,Female,iOS,iPhone 14,Hanoi,2026-03-06
USR01287,51,Male,Android,Oppo A58,HCM,
USR01288,47,Male,iOS,iPhone 15,Danang,2026-04-21
USR01289,41,Male,iOS,iPhone 13,Others,2026-05-22
USR01290,40,Male,Android,Samsung A55,Hanoi,2026-03-04
USR01291,33,Female,iOS,iPhone 15,Others,2026-04-06
USR01292,49,Female,Android,Xiaomi Redmi 13,Others,
USR01293,27,Male,Android,Oppo A58,Others,2026-02-03
USR01294,47,Female,Android,Oppo A58,Others,
USR01295,57,Male,iOS,iPhone 15,HCM,2026-03-09
USR01296,23,Male,Android,Oppo A58,Danang,2026-04-28
USR01297,40,Female,Android,Samsung S24,Hanoi,
USR01298,19,Male,Android,Xiaomi Redmi 13,Others,2026-03-28
USR01299,59,Female,iOS,iPhone 15,Danang,2026-01-03
USR01300,34,Male,Android,Samsung S24,Others,2026-04-13
USR01301,41,Male,Android,Samsung A55,Others,2026-03-05
USR01302,56,Female,iOS,iPhone 15,Others,2026-02-11
USR01303,60,Female,iOS,iPhone 15,HCM,2026-02-19
USR01304,21,Male,iOS,iPhone 14,HCM,2026-05-09
USR01305,47,Male,Android,Samsung S24,Others,2026-04-17
USR01306,34,Male,iOS,iPhone 14,Danang,2026-01-11
USR01307,28,Female,Android,Samsung A55,Hanoi,2026-02-12
USR01308,36,Male,iOS,iPhone 15,HCM,2026-04-11
USR01309,42,Female,Android,Oppo A58,Danang,
USR01310,19,Male,iOS,iPhone 15,HCM,2026-02-27
USR01311,22,Male,Android,Samsung S24,Others,2026-01-19
USR01312,34,Female,iOS,iPhone 13,Others,
USR01313,55,Male,iOS,iPhone 14,HCM,2026-01-14
USR01314,51,Female,Android,Xiaomi Redmi 13,Danang,
USR01315,19,Female,iOS,iPhone 13,Hanoi,2026-01-28
USR01316,32,Male,Android,Samsung S24,Danang,2026-04-27
USR01317,22,Female,iOS,iPhone 15,Danang,2026-01-19
USR01318,48,Male,iOS,iPhone 14,Others,2026-03-13
USR01319,50,Female,iOS,iPhone 15,HCM,
USR01320,60,Male,iOS,iPhone 15,Danang,2026-05-20
USR01321,21,Male,iOS,iPhone 13,Hanoi,2026-04-18
USR01322,31,Female,iOS,iPhone 15,Danang,2026-01-09
USR01323,40,Female,iOS,iPhone 14,Others,2026-02-10
USR01324,52,Male,Android,Samsung S24,HCM,2026-01-08
USR01325,51,Male,iOS,iPhone 13,Hanoi,2026-04-24
USR01326,39,Female,Android,Samsung A55,Others,2026-03-01
USR01327,44,Male,iOS,iPhone 13,Hanoi,2026-01-20
USR01328,48,Male,iOS,iPhone 15,Hanoi,2026-05-07
USR01329,54,Male,iOS,iPhone 13,HCM,2026-04-08
USR01330,48,Male,iOS,iPhone 13,Others,2026-01-05
USR01331,42,Female,iOS,iPhone 13,HCM,
USR01332,54,Female,Android,Oppo A58,Others,
USR01333,51,Female,iOS,iPhone 15,Danang,2026-02-13
USR01334,39,Male,Android,Oppo A58,Hanoi,
USR01335,19,Female,Android,Samsung A55,Danang,2026-02-25
USR01336,53,Female,iOS,iPhone 14,Others,2026-03-07
USR01337,25,Female,iOS,iPhone 14,Hanoi,2026-02-01
USR01338,39,Female,iOS,iPhone 13,Hanoi,2026-02-15
USR01339,45,Female,iOS,iPhone 14,Danang,2026-05-20
USR01340,45,Female,Android,Samsung A55,Others,2026-01-22
USR01341,27,Male,iOS,iPhone 13,Danang,
USR01342,42,Female,iOS,iPhone 14,Others,
USR01343,47,Female,iOS,iPhone 15,Hanoi,
USR01344,39,Female,iOS,iPhone 14,Others,2026-03-18
USR01345,44,Male,iOS,iPhone 14,Danang,2026-03-06
USR01346,53,Male,iOS,iPhone 14,Hanoi,
USR01347,42,Male,iOS,iPhone 14,Others,
USR01348,53,Female,iOS,iPhone 14,Hanoi,2026-03-20
USR01349,29,Female,Android,Xiaomi Redmi 13,Others,2026-02-13
USR01350,38,Male,iOS,iPhone 13,Danang,
USR01351,27,Male,Android,Xiaomi Redmi 13,Danang,
USR01352,41,Male,iOS,iPhone 13,Danang,2026-04-10
USR01353,31,Female,Android,Samsung A55,HCM,2026-05-31
USR01354,57,Female,iOS,iPhone 15,HCM,2026-02-25
USR01355,28,Male,iOS,iPhone 14,Others,2026-03-03
USR01356,40,Female,Android,Samsung A55,Hanoi,
USR01357,29,Female,iOS,iPhone 14,Danang,
USR01358,27,Male,iOS,iPhone 14,HCM,2026-05-11
USR01359,23,Male,Android,Xiaomi Redmi 13,Others,
USR01360,20,Male,iOS,iPhone 13,HCM,2026-04-21
USR01361,50,Male,Android,Oppo A58,Danang,2026-05-11
USR01362,55,Male,iOS,iPhone 13,Hanoi,
USR01363,45,Female,iOS,iPhone 14,Danang,
USR01364,57,Female,iOS,iPhone 13,HCM,2026-01-11
USR01365,21,Male,iOS,iPhone 15,Others,2026-02-03
USR01366,30,Female,iOS,iPhone 14,Others,2026-03-02
USR01367,18,Male,Android,Samsung S24,Others,
USR01368,40,Male,iOS,iPhone 15,Others,2026-03-08
USR01369,49,Female,iOS,iPhone 13,Danang,
USR01370,46,Female,iOS,iPhone 14,Others,
USR01371,34,Female,iOS,iPhone 14,HCM,2026-02-13
USR01372,23,Female,Android,Samsung A55,Others,2026-04-18
USR01373,29,Male,iOS,iPhone 13,Hanoi,2026-03-02
USR01374,47,Female,iOS,iPhone 14,HCM,2026-04-25
USR01375,59,Male,iOS,iPhone 13,Others,2026-05-15
USR01376,39,Female,iOS,iPhone 13,Danang,2026-02-20
USR01377,49,Male,Android,Oppo A58,Hanoi,
USR01378,42,Female,iOS,iPhone 13,Others,2026-01-10
USR01379,43,Female,Android,Xiaomi Redmi 13,Others,2026-05-01
USR01380,55,Female,Android,Xiaomi Redmi 13,Others,2026-03-30
USR01381,59,Female,iOS,iPhone 14,Others,2026-03-11
USR01382,39,Female,iOS,iPhone 14,HCM,2026-01-21
USR01383,52,Male,Android,Samsung S24,Others,2026-04-15
USR01384,39,Female,Android,Samsung A55,Others,2026-04-19
USR01385,58,Male,Android,Samsung S24,HCM,2026-03-16
USR01386,58,Male,iOS,iPhone 13,HCM,2026-04-05
USR01387,35,Female,Android,Xiaomi Redmi 13,Hanoi,2026-03-03
USR01388,49,Male,iOS,iPhone 15,Danang,2026-05-28
USR01389,60,Female,iOS,iPhone 14,Danang,2026-05-09
USR01390,52,Female,iOS,iPhone 15,HCM,2026-03-31
USR01391,27,Female,iOS,iPhone 13,HCM,
USR01392,53,Female,iOS,iPhone 15,Danang,
USR01393,55,Male,iOS,iPhone 15,Others,2026-01-25
USR01394,25,Male,iOS,iPhone 13,Danang,
USR01395,30,Male,iOS,iPhone 15,Hanoi,2026-03-02
USR01396,20,Male,Android,Samsung A55,Others,2026-03-13
USR01397,58,Female,iOS,iPhone 14,Others,2026-05-27
USR01398,46,Male,Android,Xiaomi Redmi 13,Danang,2026-03-07
USR01399,22,Female,iOS,iPhone 13,HCM,2026-02-13
USR01400,45,Female,iOS,iPhone 14,Danang,
USR01401,30,Female,iOS,iPhone 13,Hanoi,2026-04-12
USR01402,32,Female,Android,Xiaomi Redmi 13,Others,2026-04-07
USR01403,30,Male,iOS,iPhone 15,Danang,2026-02-13
USR01404,55,Female,iOS,iPhone 15,HCM,2026-04-03
USR01405,59,Female,Android,Samsung S24,Hanoi,2026-04-09
USR01406,34,Male,Android,Samsung A55,Hanoi,2026-05-18
USR01407,24,Female,Android,Samsung S24,Danang,
USR01408,28,Female,iOS,iPhone 13,Hanoi,2026-02-27
USR01409,57,Female,iOS,iPhone 15,Danang,2026-02-10
USR01410,60,Female,Android,Samsung S24,HCM,2026-01-09
USR01411,26,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-02
USR01412,18,Male,Android,Samsung A55,HCM,
USR01413,30,Female,Android,Oppo A58,Danang,
USR01414,39,Male,Android,Samsung A55,Danang,2026-04-21
USR01415,34,Male,iOS,iPhone 13,Others,2026-01-26
USR01416,55,Female,iOS,iPhone 13,HCM,2026-03-23
USR01417,19,Female,Android,Oppo A58,Hanoi,2026-01-16
USR01418,31,Male,iOS,iPhone 13,Hanoi,2026-02-26
USR01419,27,Female,iOS,iPhone 14,Hanoi,2026-03-14
USR01420,59,Female,iOS,iPhone 15,Danang,2026-05-23
USR01421,30,Female,Android,Samsung S24,Hanoi,2026-02-16
USR01422,47,Male,iOS,iPhone 15,Danang,2026-01-05
USR01423,22,Male,iOS,iPhone 15,HCM,2026-05-14
USR01424,28,Male,iOS,iPhone 14,Others,2026-04-17
USR01425,20,Female,Android,Samsung S24,Danang,2026-05-16
USR01426,35,Female,Android,Oppo A58,HCM,
USR01427,32,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-05
USR01428,40,Female,iOS,iPhone 15,Others,
USR01429,51,Female,Android,Oppo A58,Others,
USR01430,32,Female,Android,Samsung A55,HCM,2026-04-20
USR01431,58,Male,Android,Xiaomi Redmi 13,HCM,2026-03-21
USR01432,57,Female,Android,Samsung A55,Danang,
USR01433,44,Female,iOS,iPhone 15,Others,2026-02-13
USR01434,34,Female,iOS,iPhone 14,Others,2026-02-19
USR01435,60,Male,iOS,iPhone 14,Danang,
USR01436,60,Female,Android,Xiaomi Redmi 13,Danang,2026-05-07
USR01437,50,Male,iOS,iPhone 13,HCM,2026-05-02
USR01438,60,Male,Android,Samsung A55,Others,2026-05-15
USR01439,48,Male,Android,Xiaomi Redmi 13,HCM,2026-04-04
USR01440,43,Male,Android,Samsung S24,Hanoi,
USR01441,30,Male,Android,Samsung A55,Danang,2026-05-10
USR01442,21,Male,iOS,iPhone 14,Danang,
USR01443,58,Female,iOS,iPhone 13,HCM,
USR01444,48,Male,iOS,iPhone 13,Others,2026-01-28
USR01445,31,Female,Android,Samsung S24,Hanoi,2026-05-03
USR01446,51,Male,Android,Oppo A58,Hanoi,
USR01447,41,Female,Android,Oppo A58,Danang,2026-04-10
USR01448,31,Female,Android,Samsung S24,Hanoi,
USR01449,29,Male,iOS,iPhone 15,Hanoi,2026-03-17
USR01450,43,Male,iOS,iPhone 14,Hanoi,2026-03-02
USR01451,31,Male,iOS,iPhone 15,Hanoi,2026-03-06
USR01452,40,Male,Android,Samsung S24,HCM,2026-01-22
USR01453,22,Male,Android,Oppo A58,Danang,2026-01-06
USR01454,46,Male,Android,Samsung A55,Danang,2026-05-10
USR01455,37,Female,Android,Samsung A55,Hanoi,2026-01-12
USR01456,36,Male,Android,Samsung A55,Others,2026-04-10
USR01457,29,Female,Android,Xiaomi Redmi 13,Danang,2026-05-24
USR01458,37,Female,Android,Samsung S24,HCM,2026-02-23
USR01459,25,Male,iOS,iPhone 13,Others,2026-04-03
USR01460,24,Female,iOS,iPhone 14,HCM,2026-03-07
USR01461,56,Male,iOS,iPhone 13,HCM,
USR01462,19,Female,iOS,iPhone 14,HCM,2026-03-14
USR01463,41,Female,iOS,iPhone 15,Others,2026-05-26
USR01464,55,Female,iOS,iPhone 13,HCM,2026-03-17
USR01465,48,Female,iOS,iPhone 14,Others,2026-05-26
USR01466,60,Male,iOS,iPhone 15,HCM,
USR01467,40,Male,Android,Xiaomi Redmi 13,Hanoi,2026-02-11
USR01468,18,Female,iOS,iPhone 14,HCM,2026-01-25
USR01469,58,Female,iOS,iPhone 14,Hanoi,2026-02-15
USR01470,41,Female,iOS,iPhone 15,Others,2026-03-16
USR01471,60,Female,iOS,iPhone 14,Others,2026-02-04
USR01472,46,Male,Android,Samsung S24,Hanoi,2026-02-28
USR01473,42,Female,iOS,iPhone 13,Others,
USR01474,32,Male,iOS,iPhone 13,Hanoi,
USR01475,41,Female,iOS,iPhone 14,Hanoi,2026-02-13
USR01476,18,Male,iOS,iPhone 13,Danang,2026-01-03
USR01477,49,Female,iOS,iPhone 15,Others,2026-02-02
USR01478,21,Female,Android,Oppo A58,Danang,2026-05-18
USR01479,24,Female,Android,Oppo A58,HCM,
USR01480,50,Male,Android,Samsung A55,Others,2026-05-10
USR01481,53,Female,Android,Oppo A58,Danang,
USR01482,34,Male,iOS,iPhone 13,Others,2026-05-25
USR01483,19,Male,iOS,iPhone 15,HCM,2026-03-15
USR01484,19,Male,iOS,iPhone 15,HCM,
USR01485,52,Female,Android,Samsung A55,Danang,
USR01486,27,Female,iOS,iPhone 13,HCM,2026-03-27
USR01487,53,Male,Android,Samsung A55,Danang,2026-01-26
USR01488,48,Male,Android,Samsung S24,Hanoi,2026-01-14
USR01489,53,Male,Android,Samsung A55,HCM,2026-01-25
USR01490,51,Male,Android,Oppo A58,Danang,
USR01491,25,Male,iOS,iPhone 14,Others,2026-01-08
USR01492,22,Male,iOS,iPhone 13,Others,
USR01493,55,Female,iOS,iPhone 15,Others,
USR01494,32,Female,Android,Samsung S24,Hanoi,2026-04-12
USR01495,40,Male,Android,Oppo A58,Danang,2026-03-02
USR01496,36,Female,iOS,iPhone 15,Others,
USR01497,60,Female,Android,Oppo A58,Hanoi,
USR01498,51,Male,iOS,iPhone 15,Others,2026-02-22
USR01499,18,Female,iOS,iPhone 15,HCM,2026-03-14
USR01500,57,Male,iOS,iPhone 13,HCM,2026-03-30
USR01501,33,Female,Android,Oppo A58,HCM,2026-03-07
USR01502,48,Male,Android,Samsung S24,Hanoi,
USR01503,54,Male,Android,Oppo A58,Danang,
USR01504,37,Female,Android,Oppo A58,Hanoi,2026-04-07
USR01505,38,Female,Android,Xiaomi Redmi 13,Hanoi,
USR01506,29,Male,iOS,iPhone 15,Hanoi,2026-01-02
USR01507,19,Female,Android,Oppo A58,Others,2026-04-08
USR01508,59,Male,Android,Oppo A58,Others,2026-03-31
USR01509,49,Male,Android,Xiaomi Redmi 13,Hanoi,2026-03-13
USR01510,28,Male,iOS,iPhone 14,HCM,2026-03-15
USR01511,58,Male,Android,Samsung A55,Others,2026-03-30
USR01512,54,Female,iOS,iPhone 15,Hanoi,2026-02-24
USR01513,37,Male,Android,Samsung S24,Hanoi,2026-01-31
USR01514,44,Female,Android,Samsung S24,Hanoi,2026-03-29
USR01515,44,Male,iOS,iPhone 15,Hanoi,2026-04-23
USR01516,21,Female,Android,Xiaomi Redmi 13,Others,2026-01-01
USR01517,55,Female,Android,Oppo A58,Danang,
USR01518,34,Male,Android,Samsung A55,Others,2026-05-29
USR01519,31,Female,Android,Samsung A55,HCM,2026-03-24
USR01520,44,Female,iOS,iPhone 15,Hanoi,2026-05-16
USR01521,39,Female,iOS,iPhone 13,Hanoi,
USR01522,55,Female,iOS,iPhone 14,Danang,
USR01523,45,Male,iOS,iPhone 14,Hanoi,
USR01524,36,Female,iOS,iPhone 13,HCM,2026-04-21
USR01525,25,Male,iOS,iPhone 14,Hanoi,2026-01-08
USR01526,58,Female,Android,Oppo A58,HCM,
USR01527,54,Male,iOS,iPhone 13,HCM,
USR01528,60,Female,iOS,iPhone 14,Danang,2026-03-02
USR01529,32,Male,iOS,iPhone 15,Hanoi,2026-04-28
USR01530,20,Female,iOS,iPhone 15,HCM,2026-03-13
USR01531,34,Female,iOS,iPhone 14,Danang,2026-05-07
USR01532,44,Male,Android,Oppo A58,HCM,
USR01533,18,Female,Android,Samsung S24,Hanoi,2026-05-12
USR01534,30,Female,iOS,iPhone 13,Others,2026-05-16
USR01535,27,Female,iOS,iPhone 13,Others,
USR01536,40,Male,iOS,iPhone 14,Danang,
USR01537,60,Male,Android,Samsung S24,HCM,2026-01-27
USR01538,55,Male,iOS,iPhone 14,Danang,
USR01539,48,Male,iOS,iPhone 14,Danang,
USR01540,55,Female,iOS,iPhone 13,HCM,2026-04-30
USR01541,43,Female,Android,Oppo A58,Danang,
USR01542,54,Male,iOS,iPhone 14,Others,2026-03-09
USR01543,48,Male,Android,Xiaomi Redmi 13,Danang,2026-03-11
USR01544,30,Female,iOS,iPhone 13,Hanoi,
USR01545,32,Female,Android,Samsung A55,Danang,2026-01-12
USR01546,38,Male,iOS,iPhone 13,HCM,2026-03-15
USR01547,40,Female,Android,Oppo A58,Danang,
USR01548,49,Male,iOS,iPhone 15,Others,2026-04-17
USR01549,40,Male,iOS,iPhone 14,HCM,2026-02-13
USR01550,18,Female,iOS,iPhone 14,HCM,
USR01551,32,Male,Android,Samsung A55,Danang,2026-01-01
USR01552,30,Female,iOS,iPhone 14,Hanoi,2026-04-29
USR01553,23,Female,Android,Oppo A58,Danang,2026-03-16
USR01554,42,Female,Android,Oppo A58,Hanoi,
USR01555,33,Male,Android,Samsung A55,Danang,
USR01556,28,Male,iOS,iPhone 13,HCM,2026-04-02
USR01557,26,Male,iOS,iPhone 15,Hanoi,
USR01558,53,Female,iOS,iPhone 13,Danang,2026-05-22
USR01559,58,Female,iOS,iPhone 13,Danang,2026-03-04
USR01560,37,Female,iOS,iPhone 13,Danang,
USR01561,23,Female,iOS,iPhone 13,Danang,2026-01-29
USR01562,24,Male,Android,Xiaomi Redmi 13,Others,2026-05-16
USR01563,37,Female,iOS,iPhone 15,Hanoi,
USR01564,44,Male,iOS,iPhone 13,Hanoi,2026-03-03
USR01565,26,Male,iOS,iPhone 13,Danang,2026-02-21
USR01566,20,Male,iOS,iPhone 14,Hanoi,2026-02-02
USR01567,21,Female,Android,Xiaomi Redmi 13,Others,2026-02-08
USR01568,25,Male,iOS,iPhone 15,Hanoi,2026-05-22
USR01569,30,Female,Android,Samsung S24,Others,2026-04-07
